"id","name","unit","minValMale","maxValMale","normalRangeMale","minValFemale","maxValFemale","normalRangeFemale","minValBaby","maxValBaby","normalRangeBaby","normalRangeDefault","createdAt","updatedAt","workspaceId","code","criticalMaxValBaby","criticalMaxValDefault","criticalMaxValFemale","criticalMaxValMale","criticalMinValBaby","criticalMinValDefault","criticalMinValFemale","criticalMinValMale"
"2154","Prostate-Specific Antigen (PSA), Total","ng/mL","0","4","0.0–4.0","0","0","Not applicable",NULL,NULL,"Not applicable",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2155","Prostate-Specific Antigen (PSA)","ng/mL","0","4","0–4.0 ng/mL","0","0","Not Applicable",NULL,NULL,"Not Applicable","0–4.0 ng/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2156","Urine Protein/Creatinine Ratio","mg/mg","0","0.2","< 0.2","0","0.2","< 0.2","0","0.5","< 0.5","< 0.2 mg/mg","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2157","Urine Protein","mg/dL",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2158","Urine Creatinine","mg/dL","20","320","20.0–320.0","20","320","20.0–320.0","20","320","20.0–320.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2159","Alpha-1 Globulin","g/dL","0.1","0.3","0.1–0.3","0.1","0.3","0.1–0.3","0.1","0.3","0.1–0.3",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2160","Alpha-2 Globulin","g/dL","0.6","1","0.6–1.0","0.6","1","0.6–1.0","0.6","1","0.6–1.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2161","Beta Globulin","g/dL","0.7","1.2","0.7–1.2","0.7","1.2","0.7–1.2","0.7","1.2","0.7–1.2",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2162","Gamma Globulin","g/dL","0.7","1.6","0.7–1.6","0.7","1.6","0.7–1.6","0.3","1","0.3–1.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2163","Serum Protein Electrophoresis (SPEP) Interpretation","Interpretation",NULL,NULL,"Normal / Negative",NULL,NULL,"Normal / Negative",NULL,NULL,"Normal / Negative","Normal / Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2164","Serum Total Protein","g/dL","6.4","8.3","6.4–8.3","6.4","8.3","6.4–8.3","6","8","6.0–8.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2165","INR","ratio","0.8","1.2","0.8–1.2","0.8","1.2","0.8–1.2","0.8","1.2","0.8–1.2",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2166","Platelet-Rich Plasma Procedure",,NULL,NULL,,NULL,NULL,,NULL,NULL,,"Procedure Performed","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2167","Procedure Status",,NULL,NULL,,NULL,NULL,,NULL,NULL,,"Successful / Unsuccessful","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2168","AFB Smear and Culture - Pus",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2169","Pus Culture and Sensitivity",,NULL,NULL,"No growth",NULL,NULL,"No growth",NULL,NULL,"No growth","No growth","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2170","Microscopic Examination (Gram Stain)",,NULL,NULL,"No organism seen",NULL,NULL,"No organism seen",NULL,NULL,"No organism seen","No organism seen","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2171","Antibiotic Sensitivity","None",NULL,NULL,"N/A",NULL,NULL,"N/A",NULL,NULL,"N/A","Reported as Sensitive/Intermediate/Resistant","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2172","Alpha-Fetoprotein (AFP)","ng/mL",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Reference ranges depend on gestational age","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2173","Unconjugated Estriol (uE3)","ng/mL",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Reference ranges depend on gestational age","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2174","Human Chorionic Gonadotropin (hCG)","mIU/mL",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Reference ranges depend on gestational age","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2175","Inhibin-A","pg/mL",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Reference ranges depend on gestational age","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2176","Rheumatoid Factor (Qualitative)",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2177","Rheumatoid Factor (Quantitative)","IU/mL","0","20","< 20","0","20","< 20","0","20","< 20","< 20 IU/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2178","Rheumatoid Arthritis Factor","IU/mL","0","14","< 15 IU/mL","0","14","< 15 IU/mL","0","14","< 15 IU/mL","< 15 IU/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2179","Blood Glucose Random (Repeat/Additional)","mg/dL","70","140","70-140","70","140","70-140","70","140","70-140","70-140","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2180","Random Blood Glucose","mg/dL","70","140","70-140","70","140","70-140","70","140","70-140","70-140","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2181","Reactive Mesothelial Cells",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2182","Mycobacterium Tuberculosis Complex (MTB) - PCR",,NULL,NULL,"Not Detected",NULL,NULL,"Not Detected",NULL,NULL,"Not Detected","Not Detected","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2183","RDW-SD","fL","39","46","39.0–46.0","39","46","39.0–46.0","39","46","39.0–46.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2184","Respiratory Viruses Rapid Antigen Test",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2185","Reticulocyte Count (Absolute)","×10^12/L","0.02","0.1","0.02–0.10","0.02","0.1","0.02–0.10","0.03","0.15","0.03–0.15",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2186","Reticulocyte Count (Percentage)","%","0.5","2.5","0.5–2.5","0.5","2.5","0.5–2.5","0.5","5","0.5–5.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2187","Rubella Virus IgG Antibody","IU/mL",NULL,NULL,"Negative: < 10 IU/mL; Equivocal: 10–15 IU/mL; Positive: > 15 IU/mL",NULL,NULL,"Negative: < 10 IU/mL; Equivocal: 10–15 IU/mL; Positive: > 15 IU/mL",NULL,NULL,"Negative: < 10 IU/mL; Equivocal: 10–15 IU/mL; Positive: > 15 IU/mL","Negative: < 10 IU/mL; Equivocal: 10–15 IU/mL; Positive: > 15 IU/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2188","Rubella IgM","Index",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2189","Rubella IgG Antibody","IU/mL",NULL,NULL,"Negative: <10 IU/mL, Positive: ≥10 IU/mL",NULL,NULL,"Negative: <10 IU/mL, Positive: ≥10 IU/mL",NULL,NULL,"Negative: <10 IU/mL, Positive: ≥10 IU/mL","Negative: <10 IU/mL, Positive: ≥10 IU/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2190","Rubella IgM Antibody","Ratio",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2191","Salmonella Typhi/Paratyphi Antigen","Interpretation",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2192","Salmonella Typhi IgG/IgM Antibodies","Index",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2193","Salmonella Typhi IgG Antibody (Typhi Dot)",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2194","Salmonella Typhi IgM Antibody (Typhi Dot)",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2195","Salmonella Typhi IgM (Typhi Dot)","Index",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2196","SARS-CoV-2 IgG Antibody","Index",NULL,NULL,"Negative: < 1.0, Positive: >= 1.0",NULL,NULL,"Negative: < 1.0, Positive: >= 1.0",NULL,NULL,"Negative: < 1.0, Positive: >= 1.0","Negative: < 1.0, Positive: >= 1.0","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2197","SARS-CoV-2 (COVID-19) IgM Antibody","Index",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2198","Semen Volume","mL","1.5",NULL,">= 1.5",NULL,NULL,,NULL,NULL,,">= 1.5 mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2199","Sperm Concentration","million/mL","15",NULL,">= 15",NULL,NULL,,NULL,NULL,,">= 15 million/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2200","Total Sperm Motility","%","40",NULL,">= 40",NULL,NULL,,NULL,NULL,,">= 40%","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2201","Sperm Morphology","%","4",NULL,">= 4",NULL,NULL,,NULL,NULL,,">= 4% normal forms","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2202","Serum Albumin","g/dL","3.4","5.4","3.4–5.4","3.4","5.4","3.4–5.4","2.9","5.5","2.9–5.5",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2203","Serum Amylase","U/L","28","100","28–100","28","100","28–100","0","65","0–65","28–100","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2204","Serum Cortisol","µg/dL","5","23","5.0-23.0","5","23","5.0-23.0","2","15","2.0-15.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2205","eGFR","mL/min/1.73m²","90","120",">90","90","120",">90","90","120",">90",">90 mL/min/1.73m²","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2206","Serum Bicarbonate","mmol/L","22","29","22-29","22","29","22-29","20","28","20-28","22-29","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2207","Serum IgE (Total)","IU/mL","0","100","0–100","0","100","0–100","0","20","0–20",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2208","Serum Lipase","U/L","0","160","0–160","0","160","0–160","0","160","0–160","0–160","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2209","Serum Lithium","mmol/L","0.6","1.2","0.6–1.2","0.6","1.2","0.6–1.2","0.6","1.2","0.6–1.2","0.6–1.2 mmol/L","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2210","Serum Procalcitonin","ng/mL","0","0.05","< 0.05","0","0.05","< 0.05","0","0.5","< 0.5 (varies by age)","< 0.05 ng/mL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2211","Serum Total Cholesterol","mg/dL","100","200","100–200","100","200","100–200","70","170","70–170",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2212","Total Protein, Serum","g/dL","6.4","8.3","6.4–8.3","6.4","8.3","6.4–8.3","6","8","6.0–8.0",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2213","Serum Triglycerides","mg/dL","0","150","< 150 mg/dL","0","150","< 150 mg/dL","0","75","< 75 mg/dL","< 150 mg/dL","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2214","Glutamate Dehydrogenase (GLDH)","U/L","0","7","0–7","0","7","0–7",NULL,NULL,,"0–7","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2215","Sickling Test","Result",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2216","Sickle Cell Solubility",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2217","Skin Scraping for Fungus",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2218","Skin Scraping Cytology",,NULL,NULL,,NULL,NULL,,NULL,NULL,,"Negative for malignant cells / Negative for fungal elements","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2219","Skin Scraping for Fungal Examination","None",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2220","Skin Scraping for KOH","None",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Negative for fungal elements","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2221","Skin Smear For Mycobacterium Leprae","Index",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2222","Bacteriological Index","Scale 0-6","0","6","0","0","6","0","0","6","0","0","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2223","Skin Smear for ZN Stain",,NULL,NULL,,NULL,NULL,,NULL,NULL,,"Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2224","Bacterial Index (BI)","Log Scale",NULL,NULL,,NULL,NULL,,NULL,NULL,,"0","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2225","Slit Skin Smear",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2226","Sparfloxacin","None",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2227","Sperm Morphology (Normal Forms)","%","4",NULL,">= 4%",NULL,NULL,,NULL,NULL,,">= 4%","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2228","Sputum Culture Result","N/A",NULL,NULL,,NULL,NULL,,NULL,NULL,,"No growth / Normal flora","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2229","Gram Stain Sputum",,NULL,NULL,,NULL,NULL,,NULL,NULL,,"No organisms seen","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2230","Sputum Quality (WBCs/Epithelial Cells)","per LPF",NULL,NULL,,NULL,NULL,,NULL,NULL,,">25 WBCs, <10 epithelial cells per LPF","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2231","Sputum Fungus Culture",,NULL,NULL,,NULL,NULL,,NULL,NULL,,"No fungus isolated","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2232","Sputum Fungal Culture","N/A",NULL,NULL,"No growth of pathogenic fungi",NULL,NULL,"No growth of pathogenic fungi",NULL,NULL,"No growth of pathogenic fungi","No growth of pathogenic fungi","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2233","Stone Composition","%",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Reported as percentage or presence of stone components (e.g., Calcium Oxalate, Uric Acid)","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2234","Stone Weight","mg",NULL,NULL,,NULL,NULL,,NULL,NULL,,,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2235","Stone Appearance","-NA-",NULL,NULL,,NULL,NULL,,NULL,NULL,,"Observed description","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2236","Stool Culture and Sensitivity","N/A",NULL,NULL,"No pathogenic organisms isolated",NULL,NULL,"No pathogenic organisms isolated",NULL,NULL,"No pathogenic organisms isolated","No pathogenic organisms isolated","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2237","Stool Culture","None",NULL,NULL,,NULL,NULL,,NULL,NULL,,"No enteric pathogens isolated","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2238","Stool for Occult Blood",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2239","Stool Occult Blood",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2240","Stool Reducing Substances","g/dL","0","0.25","0 - 0.25","0","0.25","0 - 0.25","0","0.25","0 - 0.25","0 - 0.25","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2241","Stool Reducing Substances Interpretation","Qualitative","0","0","Negative","0","0","Negative","0","0","Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2242","Stool Routine Examination",,NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2243","Stool Color",,NULL,NULL,"Brown",NULL,NULL,"Brown",NULL,NULL,"Brown","Brown","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2244","Stool Consistency",,NULL,NULL,"Formed",NULL,NULL,"Formed",NULL,NULL,"Formed","Formed","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2245","Stool Mucus",,NULL,NULL,"Absent",NULL,NULL,"Absent",NULL,NULL,"Absent","Absent","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2246","Synovial Fluid Appearance","-NA-",NULL,NULL,"Clear to pale yellow",NULL,NULL,"Clear to pale yellow",NULL,NULL,"Clear to pale yellow","Clear to pale yellow","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2247","Synovial Fluid Viscosity","-NA-",NULL,NULL,"High",NULL,NULL,"High",NULL,NULL,"High","High","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2248","Synovial Fluid Total WBC Count","cells/µL","0","200","<200","0","200","<200","0","200","<200",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2249","Synovial Fluid Neutrophils","%","0","25","<25","0","25","<25","0","25","<25",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2250","Synovial Fluid Crystal Examination","-NA-",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2251","Synovial Fluid WBC Count","cells/µL","0","200","0-200","0","200","0-200","0","200","0-200",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2252","Synovial Fluid Crystal Analysis","-NA-",NULL,NULL,"Negative",NULL,NULL,"Negative",NULL,NULL,"Negative","Negative","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2253","Synovial Fluid Cytology","None",NULL,NULL,"Negative for malignant cells",NULL,NULL,"Negative for malignant cells",NULL,NULL,"Negative for malignant cells","Negative for malignant cells","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2254","Synovial Fluid Total Nucleated Cell Count","cells/µL","0","200","0-200","0","200","0-200","0","200","0-200","0-200","2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2255","Triiodothyronine (T3)","ng/dL","80","200","80–200","80","200","80–200","100","250","100–250",,"2026-07-10 18:57:45.633","2026-07-10 18:57:45.633","19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
